species_id,provider_id,botanical_name,common_name,candidate_status,vancouver_eligibility_status,source_url,source_id,product_url,product_category,candidate_reason,review_status,notes,approval_id
BCNPPD-0436,PROV-OAKSUMMIT,Sambucus racemosa,Red Elderberry,candidate,needs_northward_review,https://oaksummitnursery.ca/products/red-elderberry-seeds-sambucus-racemosa-native-shrub-seeds-hardiness-zone-3-free-shipping-100-seeds,SRC-0388,https://oaksummitnursery.ca/products/red-elderberry-seeds-sambucus-racemosa-native-shrub-seeds-hardiness-zone-3-free-shipping-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0008
BCNPPD-0437,PROV-OAKSUMMIT,Shepherdia argentea,Silver Buffaloberry Yellow Fruit Variety 50+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/silver-buffaloberry-shepherdia-argentea-yellow-fruit-variety,SRC-0389,https://oaksummitnursery.ca/products/silver-buffaloberry-shepherdia-argentea-yellow-fruit-variety,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0009
BCNPPD-0438,PROV-OAKSUMMIT,Amelanchier alnifolia,Wild Saskatoon Serviceberry Tree,candidate,needs_northward_review,https://oaksummitnursery.ca/products/saskatoon-seeds-amelanchier-alnifolia,SRC-0391,https://oaksummitnursery.ca/products/saskatoon-seeds-amelanchier-alnifolia,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0010
BCNPPD-0439,PROV-OAKSUMMIT,Humulus lupulus,Hops,candidate,needs_northward_review,https://oaksummitnursery.ca/products/hops-seeds-humulus-lupulus-zone-3-50-seeds,SRC-0392,https://oaksummitnursery.ca/products/hops-seeds-humulus-lupulus-zone-3-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0011
BCNPPD-0440,PROV-OAKSUMMIT,Monarda fistulosa,Wild Bergamot,candidate,needs_northward_review,https://oaksummitnursery.ca/products/wild-bergamot-seeds-monarda-fistulosa-bee-balm-perennial-zone-3,SRC-0394,https://oaksummitnursery.ca/products/wild-bergamot-seeds-monarda-fistulosa-bee-balm-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0012
BCNPPD-0441,PROV-OAKSUMMIT,Glycyrrhiza lepidota,Wild Licorice,candidate,needs_northward_review,https://oaksummitnursery.ca/products/wild-licorice-seeds-glycyrrhiza-lepidota,SRC-0395,https://oaksummitnursery.ca/products/wild-licorice-seeds-glycyrrhiza-lepidota,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0013
BCNPPD-0442,PROV-OAKSUMMIT,Urtica dioica,Stinging Nettle,candidate,needs_northward_review,https://oaksummitnursery.ca/products/stinging-nettle-seeds-urtica-dioica-perennial-zone-3-1000-seeds,SRC-0396,https://oaksummitnursery.ca/products/stinging-nettle-seeds-urtica-dioica-perennial-zone-3-1000-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0014
BCNPPD-0443,PROV-OAKSUMMIT,Fraxinus pennsylvanica,Green Ash,candidate,needs_northward_review,https://oaksummitnursery.ca/products/green-ash-seeds-fraxinus-pennsylvanica-tree-seeds-hardiness-zone-3-100-seeds,SRC-0398,https://oaksummitnursery.ca/products/green-ash-seeds-fraxinus-pennsylvanica-tree-seeds-hardiness-zone-3-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0016
BCNPPD-0444,PROV-OAKSUMMIT,Rosa woodsii,Wild Rose,candidate,needs_northward_review,https://oaksummitnursery.ca/products/wild-rose-seeds-rosa-woodsii-hardy-perennial-seeds-hardiness-zone-2,SRC-0399,https://oaksummitnursery.ca/products/wild-rose-seeds-rosa-woodsii-hardy-perennial-seeds-hardiness-zone-2,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0017
BCNPPD-0445,PROV-OAKSUMMIT,Ulmus americana,American Elm,candidate,needs_northward_review,https://oaksummitnursery.ca/products/american-elm-seeds-ulmus-americana-tree-seeds-hardiness-zone-3-100-seeds,SRC-0401,https://oaksummitnursery.ca/products/american-elm-seeds-ulmus-americana-tree-seeds-hardiness-zone-3-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0019
BCNPPD-0446,PROV-OAKSUMMIT,Picea glauca,White Spruce,candidate,needs_northward_review,https://oaksummitnursery.ca/products/white-spruce-seeds-picea-glauca,SRC-0402,https://oaksummitnursery.ca/products/white-spruce-seeds-picea-glauca,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0020
BCNPPD-0447,PROV-OAKSUMMIT,Crataegus mollis,Downy Hawthorn Native Fruit Tree 50+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/downy-hawthorn-crataegus-mollis-native-fruit-tree,SRC-0404,https://oaksummitnursery.ca/products/downy-hawthorn-crataegus-mollis-native-fruit-tree,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0022
BCNPPD-0448,PROV-OAKSUMMIT,Rhus glabra,Smooth Sumac,candidate,needs_northward_review,https://oaksummitnursery.ca/products/smooth-sumac-seeds-rhus-glabra,SRC-0405,https://oaksummitnursery.ca/products/smooth-sumac-seeds-rhus-glabra,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0023
BCNPPD-0449,PROV-OAKSUMMIT,Acer negundo,Box Elder,candidate,needs_northward_review,https://oaksummitnursery.ca/products/box-elder-seeds-acer-negundo-tree-seeds-hardiness-zone-2-100-seeds,SRC-0407,https://oaksummitnursery.ca/products/box-elder-seeds-acer-negundo-tree-seeds-hardiness-zone-2-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0025
BCNPPD-0450,PROV-OAKSUMMIT,Ilex verticillata,Winterberry Perennial Ornamental Shrub 50+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/winterberry-ilex-verticillata-perennial-ornamental-shrub,SRC-0409,https://oaksummitnursery.ca/products/winterberry-ilex-verticillata-perennial-ornamental-shrub,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0027
BCNPPD-0451,PROV-OAKSUMMIT,Symphoricarpos orbiculatus,Indian Currant,candidate,needs_northward_review,https://oaksummitnursery.ca/products/indian-currant-seeds-symphoricarpos-orbiculatus-coralberry-waxberry-100-seeds,SRC-0410,https://oaksummitnursery.ca/products/indian-currant-seeds-symphoricarpos-orbiculatus-coralberry-waxberry-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0028
BCNPPD-0452,PROV-OAKSUMMIT,Sorbus americana,American Mountain Ash,candidate,needs_northward_review,https://oaksummitnursery.ca/products/american-mountain-ash-seeds-sorbus-americana-50-seeds,SRC-0411,https://oaksummitnursery.ca/products/american-mountain-ash-seeds-sorbus-americana-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0029
BCNPPD-0453,PROV-OAKSUMMIT,Echinocystis lobata,Wild Cucumber,candidate,needs_northward_review,https://oaksummitnursery.ca/products/wild-cucumber-seeds-zone-3-echinocystis-lobata-native-annual-ornamental,SRC-0412,https://oaksummitnursery.ca/products/wild-cucumber-seeds-zone-3-echinocystis-lobata-native-annual-ornamental,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0030
BCNPPD-0454,PROV-OAKSUMMIT,Echinacea angustifolia,"Narrow leaved Echinacea, Narrow leaved Purple Coneflower Native Perennial Flower 40+",candidate,needs_northward_review,https://oaksummitnursery.ca/products/narrow-leaved-echinacea-narrow-leaved-purple-coneflower-echinacea-angustifolia-native-perennial-flower-40-seeds,SRC-0413,https://oaksummitnursery.ca/products/narrow-leaved-echinacea-narrow-leaved-purple-coneflower-echinacea-angustifolia-native-perennial-flower-40-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0031
BCNPPD-0455,PROV-OAKSUMMIT,Betula occidentalis,Red Birch,candidate,needs_northward_review,https://oaksummitnursery.ca/products/river-birch-seeds-betula-nigra,SRC-0414,https://oaksummitnursery.ca/products/river-birch-seeds-betula-nigra,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0032
BCNPPD-0456,PROV-OAKSUMMIT,Vaccinium angustifolium,Wild Lowbush Blueberry,candidate,needs_northward_review,https://oaksummitnursery.ca/products/lowbush-blueberry-seeds-vaccinium-angustifolium-100-seeds,SRC-0415,https://oaksummitnursery.ca/products/lowbush-blueberry-seeds-vaccinium-angustifolium-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0033
BCNPPD-0457,PROV-OAKSUMMIT,Rudbeckia laciniata,Cutleaf Coneflower Native Perennial Flower 100+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/cutleaf-coneflower-rudbeckia-laciniata-native-perennial-flower,SRC-0416,https://oaksummitnursery.ca/products/cutleaf-coneflower-rudbeckia-laciniata-native-perennial-flower,"native_seeds, perennial_seeds, rosa_woodsii, rose_bush, rose_bush_seeds, rose_seeds, shrub_and_tree_seed, shrub_seed, tree_and_shrub_seed, tree_seeds, wild_rose, wild_rose_seeds, zone_2_seed, zone_3_seed",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0034
BCNPPD-0458,PROV-OAKSUMMIT,Rudbeckia columnifera,"Upright Prairie Coneflower, Mexican Hat Native Perennial Flower 50+",candidate,needs_northward_review,https://oaksummitnursery.ca/products/upright-prairie-coneflower-mexican-hat-rudbeckia-columnifera-native-perennial-flower-50-seeds,SRC-0417,https://oaksummitnursery.ca/products/upright-prairie-coneflower-mexican-hat-rudbeckia-columnifera-native-perennial-flower-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0035
BCNPPD-0459,PROV-OAKSUMMIT,Elaeagnus commutata,Wolf Willow,candidate,needs_northward_review,https://oaksummitnursery.ca/products/silverberry-wolf-willow-seeds-elaeagnus-commutata-international-shipping,SRC-0418,https://oaksummitnursery.ca/products/silverberry-wolf-willow-seeds-elaeagnus-commutata-international-shipping,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0036
BCNPPD-0460,PROV-OAKSUMMIT,Ribes americanum,Wild American Black Currant Berry Bush Zone 3 30+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/wild-american-black-currant-ribes-americanum-berry-bush-zone-3-30-seeds,SRC-0419,https://oaksummitnursery.ca/products/wild-american-black-currant-ribes-americanum-berry-bush-zone-3-30-seeds,"berry_bush_seeds, compilation_focus:berries-and-currants:ASC-002, compilation_focus:berries-and-currants:ASC-026, compilation_focus:berries-and-currants:ASC-092, currant_gooseberry_seeds, currant_seeds, native_seeds, red_currant, red_currant_seeds, ribes_rubrum",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0037
BCNPPD-0461,PROV-OAKSUMMIT,Cornus alternifolia,Pagoda Dogwood Native Tree Zone 3 20+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/pagoda-dogwood-cornus-alternifolia-zone-3-20-seeds,SRC-0420,https://oaksummitnursery.ca/products/pagoda-dogwood-cornus-alternifolia-zone-3-20-seeds,"berry_bushes, compilation_focus:wildlife-and-habitat:ASC-084, fruit_trees, native_seeds, trees",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0038
BCNPPD-0462,PROV-OAKSUMMIT,Viburnum rafinesquianum,Downy Arrow wood Zone 3 20+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/downy-arrow-wood-viburnum-rafinesquianum-zone-3-20-seeds,SRC-0421,https://oaksummitnursery.ca/products/downy-arrow-wood-viburnum-rafinesquianum-zone-3-20-seeds,"nannyberry, native_plant_seed, seed_packet, shrub_and_tree_seed, shrub_seed, tree_and_shrub_seed, tree_seed, tree_seed_pack, zone_2, zone_3_seed, zone_4_seed",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0039
BCNPPD-0463,PROV-OAKSUMMIT,Acer saccharum,Sugar Maple Zone 3/4 30+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/sugar-maple-acer-saccharum-zone-3-4-30-seeds,SRC-0423,https://oaksummitnursery.ca/products/sugar-maple-acer-saccharum-zone-3-4-30-seeds,"maple_seeds, perennial_seeds, tree_seed, tree_seeds, treeseeds",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0041
BCNPPD-0464,PROV-OAKSUMMIT,Juniperus communis,Common Juniper Zone 2 20+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/common-juniper-juniperus-communis-zone-2-20-seeds,SRC-0424,https://oaksummitnursery.ca/products/common-juniper-juniperus-communis-zone-2-20-seeds,"conifer, conifer_seeds, jack_pine, jack_pine_seeds, jack_pine_tree, pine_seeds, pine_tree, pine_tree_seed, pine_tree_seeds, seeds, tree_seeds, zone_3_seeds",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0042
BCNPPD-0465,PROV-OAKSUMMIT,Anemone patens,Prairie Crocus,candidate,needs_northward_review,https://oaksummitnursery.ca/products/prairie-crocus-seeds-anemone-patens-perennial-zone-3,SRC-0426,https://oaksummitnursery.ca/products/prairie-crocus-seeds-anemone-patens-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0044
BCNPPD-0466,PROV-OAKSUMMIT,Agastache foeniculum,Giant Hyssop,candidate,needs_northward_review,https://oaksummitnursery.ca/products/giant-hyssop-seeds-agastache-foeniculum-perennial-zone-3,SRC-0429,https://oaksummitnursery.ca/products/giant-hyssop-seeds-agastache-foeniculum-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0047
BCNPPD-0467,PROV-OAKSUMMIT,Helianthus maximiliani,Maximilian Sunflower,candidate,needs_northward_review,https://oaksummitnursery.ca/products/maximilian-sunflower-seeds-helianthus-maximiliani-perennial-zone-3,SRC-0432,https://oaksummitnursery.ca/products/maximilian-sunflower-seeds-helianthus-maximiliani-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0050
BCNPPD-0468,PROV-OAKSUMMIT,Penstemon gracilis,Lilac Beardtongue,candidate,needs_northward_review,https://oaksummitnursery.ca/products/lilac-beardtongue-seeds-penstemon-gracilis-perennial-zone-3,SRC-0433,https://oaksummitnursery.ca/products/lilac-beardtongue-seeds-penstemon-gracilis-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0051
BCNPPD-0469,PROV-OAKSUMMIT,Asclepias ovalifolia,Dwarf Milkweed,candidate,needs_northward_review,https://oaksummitnursery.ca/products/dwarf-milkweed-seeds-asclepias-ovalifolia-perennial-zone-3,SRC-0434,https://oaksummitnursery.ca/products/dwarf-milkweed-seeds-asclepias-ovalifolia-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0052
BCNPPD-0470,PROV-OAKSUMMIT,Campanula rotundifolia,Harebell,candidate,needs_northward_review,https://oaksummitnursery.ca/products/harebell-seeds-campanula-rotundifolia-perennial-zone-3,SRC-0435,https://oaksummitnursery.ca/products/harebell-seeds-campanula-rotundifolia-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0053
BCNPPD-0471,PROV-OAKSUMMIT,Zizia aptera,Heart Leaved Alexander,candidate,needs_northward_review,https://oaksummitnursery.ca/products/heart-leaved-alexander-seeds-zizia-aptera-perennial-zone-3,SRC-0436,https://oaksummitnursery.ca/products/heart-leaved-alexander-seeds-zizia-aptera-perennial-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0054
BCNPPD-0472,PROV-OAKSUMMIT,Viburnum cassinoides,Wild Raisin Native Ornamental Shrub 50+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/wild-raisin-viburnum-cassinoides-witherod-viburnum-native-ornamental-shrub-50-seeds,SRC-0438,https://oaksummitnursery.ca/products/wild-raisin-viburnum-cassinoides-witherod-viburnum-native-ornamental-shrub-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0056
BCNPPD-0473,PROV-OAKSUMMIT,Corylus americana,Wild American Hazelnut,candidate,needs_northward_review,https://oaksummitnursery.ca/products/american-hazelnut-seeds-hazel-nuts-cold-hardy-nut-trees,SRC-0440,https://oaksummitnursery.ca/products/american-hazelnut-seeds-hazel-nuts-cold-hardy-nut-trees,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0058
BCNPPD-0474,PROV-OAKSUMMIT,Pinus sibirica,Siberian Stone,candidate,needs_northward_review,https://oaksummitnursery.ca/products/siberian-stone-seeds-pinus-siberica-15-seeds,SRC-0441,https://oaksummitnursery.ca/products/siberian-stone-seeds-pinus-siberica-15-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0059
BCNPPD-0475,PROV-OAKSUMMIT,Sambucus caerulea,Blue Elderberry,candidate,needs_northward_review,https://oaksummitnursery.ca/products/blue-elderberry-seeds-sambucus-caerulea-hardiness-zone-5-29c-20f-100-seeds,SRC-0442,https://oaksummitnursery.ca/products/blue-elderberry-seeds-sambucus-caerulea-hardiness-zone-5-29c-20f-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0060
BCNPPD-0476,PROV-OAKSUMMIT,Echinacea pallida,Echinacea,candidate,needs_northward_review,https://oaksummitnursery.ca/products/echinacea-seeds-echinacea-pallida-pale-purple-coneflower-40-seeds,SRC-0443,https://oaksummitnursery.ca/products/echinacea-seeds-echinacea-pallida-pale-purple-coneflower-40-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0061
BCNPPD-0477,PROV-OAKSUMMIT,Quercus macrocarpa,Bur Oak Acorns,candidate,needs_northward_review,https://oaksummitnursery.ca/products/bur-oak-seeds-quercus-macrocarpa,SRC-0444,https://oaksummitnursery.ca/products/bur-oak-seeds-quercus-macrocarpa,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0062
BCNPPD-0478,PROV-OAKSUMMIT,Pinus banksiana,Jack Pine,candidate,needs_northward_review,https://oaksummitnursery.ca/products/jack-pine-seeds-pinus-banksiana,SRC-0445,https://oaksummitnursery.ca/products/jack-pine-seeds-pinus-banksiana,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0063
BCNPPD-0479,PROV-OAKSUMMIT,Abies balsamea,Balsam Fir,candidate,needs_northward_review,https://oaksummitnursery.ca/products/balsam-fir-seeds-abies-balsamea-50-seeds,SRC-0446,https://oaksummitnursery.ca/products/balsam-fir-seeds-abies-balsamea-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0064
BCNPPD-0480,PROV-OAKSUMMIT,Viburnum lentago,Nannyberry Zone 3 30+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/nannyberry-viburnum-lentago-zone-3,SRC-0447,https://oaksummitnursery.ca/products/nannyberry-viburnum-lentago-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0065
BCNPPD-0481,PROV-OAKSUMMIT,Prunus nigra,Canada Wild Plum,candidate,needs_northward_review,https://oaksummitnursery.ca/products/canada-wild-plum-seeds-prunus-nigra-8-seeds,SRC-0448,https://oaksummitnursery.ca/products/canada-wild-plum-seeds-prunus-nigra-8-seeds,"compilation_focus:plum-and-cherry-hybrids:ASC-103, compilation_focus:plum-and-cherry-hybrids:ASC-173, compilation_link:plum-and-cherry-hybrids, plum_seeds, plum_tree, plum_tree_seeds, prunus_seeds, seeds, wild_plum",Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0066
BCNPPD-0482,PROV-OAKSUMMIT,Helianthus tuberosus,Jerusalem Artichoke,candidate,needs_northward_review,https://oaksummitnursery.ca/products/jerusalem-artichoke-seeds-helianthus-tuberosus-sunchoke-15-seeds,SRC-0449,https://oaksummitnursery.ca/products/jerusalem-artichoke-seeds-helianthus-tuberosus-sunchoke-15-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0067
BCNPPD-0483,PROV-OAKSUMMIT,Prunus americana,American Wild Plum,candidate,needs_northward_review,https://oaksummitnursery.ca/products/american-plum-seeds-prunus-americana-cold-plum-trees-zone-3,SRC-0450,https://oaksummitnursery.ca/products/american-plum-seeds-prunus-americana-cold-plum-trees-zone-3,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0068
BCNPPD-0484,PROV-OAKSUMMIT,Viburnum trilobum,Highbush Cranberry Zone 3 40+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/highbush-cranberry-viburnum-trilobum-american-cranberry-zone-3-40-seeds,SRC-0451,https://oaksummitnursery.ca/products/highbush-cranberry-viburnum-trilobum-american-cranberry-zone-3-40-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0069
BCNPPD-0485,PROV-OAKSUMMIT,Juniperus virginiana,Eastern Red Cedar Tree,candidate,needs_northward_review,https://oaksummitnursery.ca/products/eastern-red-cedar-juniperus-virginiana-aromatic-cedar-tree-seeds-100-seeds,SRC-0452,https://oaksummitnursery.ca/products/eastern-red-cedar-juniperus-virginiana-aromatic-cedar-tree-seeds-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0070
BCNPPD-0486,PROV-OAKSUMMIT,Actaea racemosa,Black Cohosh,candidate,needs_northward_review,https://oaksummitnursery.ca/products/black-cohosh-seeds-actaea-racemosa-75-seeds,SRC-0453,https://oaksummitnursery.ca/products/black-cohosh-seeds-actaea-racemosa-75-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0071
BCNPPD-0487,PROV-OAKSUMMIT,Verbena hastata,Blue Vervain,candidate,needs_northward_review,https://oaksummitnursery.ca/products/blue-vervain-seeds-american-vervain-verbena-hastata-native-perennial-herb-500-seeds,SRC-0454,https://oaksummitnursery.ca/products/blue-vervain-seeds-american-vervain-verbena-hastata-native-perennial-herb-500-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0072
BCNPPD-0488,PROV-OAKSUMMIT,Aronia melanocarpa,Black Chokeberry,candidate,needs_northward_review,https://oaksummitnursery.ca/products/black-chokeberry-seeds-aronia-melanocarpa-50-seeds,SRC-0455,https://oaksummitnursery.ca/products/black-chokeberry-seeds-aronia-melanocarpa-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0073
BCNPPD-0489,PROV-OAKSUMMIT,Ribes aureum,Golden Currant Native Perennial Berry Bush Zone 3 100+,candidate,needs_northward_review,https://oaksummitnursery.ca/products/golden-currant-ribes-aureum-clove-currant-native-perennial-berry-bush-zone-3-100-seeds,SRC-0456,https://oaksummitnursery.ca/products/golden-currant-ribes-aureum-clove-currant-native-perennial-berry-bush-zone-3-100-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0074
BCNPPD-0490,PROV-OAKSUMMIT,Picea pungens,Blue Spruce,candidate,needs_northward_review,https://oaksummitnursery.ca/products/blue-spruce-seeds-picea-pungens-zone-3-50-seeds,SRC-0457,https://oaksummitnursery.ca/products/blue-spruce-seeds-picea-pungens-zone-3-50-seeds,Seeds,Provider catalogue product title parsed as a botanical species candidate.,pending_review,Source-sweep catalogue observation; pending user review.,PROV-OAKSUMMIT-PA-AUTO-0075
